occurrenceID	basisOfRecord	institutionID	collectionCode	collectionID	catalogNumber	type	language	license	rightsHolder	accessRights	ownerInstitutionCode	dynamicProperties	occurrenceRemarks	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	disposition	parentEventID	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	habitat	fieldNumber	fieldNotes	continent	waterBody	country	countryCode	stateProvince	locality	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	georeferencedBy	georeferencedDate	identifiedBy	dateIdentified	scientificNameID	scientificName	acceptedNameUsage	kingdom	phylum	class	subclasss	superorder	order	subfamily	genus	specificEpithet	scientificNameAuthorship	taxonomicStatus	taxonRemarks
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027101:07	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027101	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210271	Fredy A. CastrillónValencia	2	660	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G02:2021:19:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	14:32:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´5,391"" N, 78°24´1,688"" W"	"2°45´5,391"" N"	"78°24´1,688"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-11-30	urn:lsid:marinespecies.org:taxname:2081	Chaetognatha	"Chaetognatha Leuckart, 1854"	Animalia	Chaetognatha								"Leuckart, 1854"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027101:08	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027101	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210271	Fredy A. CastrillónValencia	16	5283	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G02:2021:19:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	14:32:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´5,391"" N, 78°24´1,688"" W"	"2°45´5,391"" N"	"78°24´1,688"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-11-30	urn:lsid:marinespecies.org:taxname:1101	Cyclopoida	"Cyclopoida Burmeister, 1834"	Animalia 	Arthropoda 	Hexanauplia 	Copepoda	Podoplea	Cyclopoida				"Burmeister, 1834"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027101:09	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027101	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210271	Fredy A. CastrillónValencia	1	330	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G02:2021:19:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	14:32:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´5,391"" N, 78°24´1,688"" W"	"2°45´5,391"" N"	"78°24´1,688"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-11-30	urn:lsid:marinespecies.org:taxname:137687	Atlanta	"Atlanta Lesueur, 1817"	Animalia	Mollusca	Gastropoda			Littorinimorpha	Atlantidae	Atlanta		"Lesueur, 1817"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027101:10	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027101	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210271	Fredy A. CastrillónValencia	78	25753	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G02:2021:19:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	14:32:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´5,391"" N, 78°24´1,688"" W"	"2°45´5,391"" N"	"78°24´1,688"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-11-30	urn:lsid:marinespecies.org:taxname:10194	Actinopterygii 	Actinopterygii 	Animalia	Chordata	Actinopterygii 							"Klein, 1885"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027301:01	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027301	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210273	Fredy A. CastrillónValencia	1	10036	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:106671	Anomura	"Anomura MacLeay, 1838"	Animalia	Arthropoda	Malacostraca	Eumalacostraca	Eucarida	Decapoda				"MacLeay, 1838"	accepted	Infraorden Anomura
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027301:02	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027301	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210273	Fredy A. CastrillónValencia	126	1264574	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:1101	Cyclopoida	"Cyclopoida Burmeister, 1834"	Animalia 	Arthropoda 	Hexanauplia 	Copepoda	Podoplea	Cyclopoida				"Burmeister, 1834"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027301:03	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027301	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210273	Fredy A. CastrillónValencia	125	1254538	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:106673	Brachyura	"Brachyura Latreille, 1802"	Animalia	Arthropoda	Malacostraca	Eumalacostraca	Eucarida	Decapoda				"Latreille, 1802"	accepted	Infraorden Brachyura
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027301:04	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027301	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210273	Fredy A. CastrillónValencia	276	2770020	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:1100	Calanoida	"Calanoida Sars G. O., 1903"	Animalia 	Arthropoda 	Hexanauplia 	Copepoda	Gymnoplea 	Calanoida				"Sars G. O., 1903"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027301:05	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027301	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210273	Fredy A. CastrillónValencia	2	20073	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:1076	Cladocera	"Cladocera Latreille, 1829"	Animalia	Arthropoda	Branchiopoda	Phyllopoda	Cladocera					"Latreille, 1829"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027301:06	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027301	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210273	Fredy A. CastrillónValencia	1	10036	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:139943	Firoloida desmarestia 	"Firoloida desmarestia Lesueur, 1817"	Animalia	Mollusca	Gastropoda	Caenogastropoda		Littorinimorpha	Pterotracheidae 	Firoloida	desmarestia	"Lesueur, 1817"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027301:07	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027301	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210273	Fredy A. CastrillónValencia	7	70254	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:2081	Chaetognatha	"Chaetognatha Leuckart, 1854"	Animalia	Chaetognatha								"Leuckart, 1854"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027301:08	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027301	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210273	Fredy A. CastrillónValencia	1	10036	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:138122	Limacina	"Limacina Bosc, 1817"	Animalia	Mollusca	Gastropoda			Pteropoda	Limacinidae	Limacina		"Bosc, 1817"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027301:09	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027301	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210273	Fredy A. CastrillónValencia	1	10036	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:137752	Creseis	"Creseis Rang, 1828"	Animalia	Mollusca	Gastropoda			Pteropoda	Creseidae	Creseis		"Rang, 1828"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027401:01	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210274	Fredy A. CastrillónValencia	12	10133	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:106671	Anomura	"Anomura MacLeay, 1838"	Animalia	Arthropoda	Malacostraca	Eumalacostraca	Eucarida	Decapoda				"MacLeay, 1838"	accepted	Infraorden Anomura
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027401:02	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210274	Fredy A. CastrillónValencia	7	5911	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:14355	Stomatopoda	"Stomatopoda Latreille, 1817"	Animalia	Arthropoda	Malacostraca			Stomatopoda				"Latreille, 1817"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027401:03	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210274	Fredy A. CastrillónValencia	7	5911	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:106673	Brachyura	"Brachyura Latreille, 1802"	Animalia	Arthropoda	Malacostraca	Eumalacostraca	Eucarida	Decapoda				"Latreille, 1802"	accepted	Infraorden Brachyura
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027401:04	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210274	Fredy A. CastrillónValencia	264	222926	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:1100	Calanoida	"Calanoida Sars G. O., 1903"	Animalia 	Arthropoda 	Hexanauplia 	Copepoda	Gymnoplea 	Calanoida				"Sars G. O., 1903"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027401:05	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210274	Fredy A. CastrillónValencia	8	6755	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:1101	Cyclopoida	"Cyclopoida Burmeister, 1834"	Animalia 	Arthropoda 	Hexanauplia 	Copepoda	Podoplea	Cyclopoida				"Burmeister, 1834"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21027401:06	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21027401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210274	Fredy A. CastrillónValencia	3	2533	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G01:2021:20:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-02	8:41:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°47´2,513"" N, 78°24´1,902"" W"	"2°47´2,513"" N"	"78°24´1,902"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-02	Fabio ChaverraCastañeda	2021-12-01	urn:lsid:marinespecies.org:taxname:137752	Creseis	"Creseis Rang, 1828"	Animalia	Mollusca	Gastropoda			Pteropoda	Creseidae	Creseis		"Rang, 1828"	accepted	
