occurrenceID	basisOfRecord	institutionID	collectionCode	collectionID	catalogNumber	type	language	license	rightsHolder	accessRights	ownerInstitutionCode	dynamicProperties	occurrenceRemarks	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	disposition	parentEventID	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	habitat	fieldNumber	fieldNotes	continent	waterBody	country	countryCode	stateProvince	locality	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	georeferencedBy	georeferencedDate	identifiedBy	dateIdentified	scientificNameID	scientificName	acceptedNameUsage	kingdom	phylum	class	order	genus	specificEpithet	scientificNameAuthorship	taxonomicStatus	taxonRemarks
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:08	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:159304	Cynoscion 	"Cynoscion Gill, 1861"	Animalia 	Chordata	Teleostei 	Eupercaria incertae sedis	Cynoscion 		"Gill, 1861"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:09	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:159304	Cynoscion 	"Cynoscion Gill, 1861"	Animalia 	Chordata	Teleostei 	Eupercaria incertae sedis	Cynoscion 		"Gill, 1861"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:10	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:151456	Gerreidae 	"Gerreidae Bleeker, 1859"	Animalia 	Chordata	Teleostei 	Eupercaria incertae sedis			"Bleeker, 1859"	accepted	Family
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:11	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:158785	Gobiesox	"Gobiesox Lacepède, 1800"	Animalia 	Chordata	Teleostei 	Gobiesociformes	Gobiesox		"Lacepède, 1800"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:12	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:1517500	Gobiidae 	"Gobiidae Cuvier, 1816"	Animalia 	Chordata	Teleostei 	Gobiiformes			"Cuvier, 1816"	accepted	Family
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:13	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:1517500	Gobiidae 	"Gobiidae Cuvier, 1816"	Animalia 	Chordata	Teleostei 	Gobiiformes			"Cuvier, 1816"	accepted	Family
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:14	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:269249	Gobulus 	"Gobulus Ginsburg, 1933"	Animalia 	Chordata	Teleostei 	Gobiiformes	Gobulus 		"Ginsburg, 1933"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:15	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:125538	Haemulidae 	"Haemulidae Gill, 1885"	Animalia 	Chordata	Teleostei 	Eupercaria incertae sedis			"Gill, 1885"	accepted	Family
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:16	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:159223	Hemanthias 	"Hemanthias Steindachner, 1875"	Animalia 	Chordata	Teleostei 	Perciformes 	Hemanthias 		"Steindachner, 1875"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:17	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:281188	Isopisthus remifer	"Isopisthus remifer Jordan & Gilbert, 1882"	Animalia 	Chordata	Teleostei 	Eupercaria incertae sedis	Isopisthus 	Isopisthus remifer	"Jordan & Gilbert, 1882"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:18	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:125540	Kyphosidae 	"Kyphosidae Jordan, 1887"	Animalia 	Chordata	Teleostei 	Centrarchiformes 			"Jordan, 1887"	accepted	Family
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:19	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	1	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:159319	Larimus 	"Larimus Cuvier, 1830"	Animalia 	Chordata	Teleostei 	Eupercaria incertae sedis	Larimus 		"Cuvier, 1830"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:20	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:159319	Larimus 	"Larimus Cuvier, 1830"	Animalia 	Chordata	Teleostei 	Eupercaria incertae sedis	Larimus 		"Cuvier, 1830"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:21	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:275279	Sphoeroides lobatus	"Sphoeroides lobatus (Steindachner, 1870)"	Animalia 	Chordata	Teleostei 	Tetraodontiformes	Sphoeroides 	Sphoeroides lobatus 	"(Steindachner, 1870)"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:22	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	1	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:159324	Menticirrhus	"Menticirrhus Gill, 1861"	Animalia 	Chordata	Teleostei 	Eupercaria incertae sedis	Menticirrhus		"Gill, 1861"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:23	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:159324	Menticirrhus	"Menticirrhus Gill, 1861"	Animalia 	Chordata	Teleostei 	Eupercaria incertae sedis	Menticirrhus		"Gill, 1861"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:24	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:10194	Actinopterygii 	Actinopterygii Klein 1885	Animalia	Chordata	Actinopterygii 				Klein 1885	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:25	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:154168	Paralichthyidae 	"Paralichthyidae Regan, 1910"	Animalia 	Chordata	Teleostei 	Pleuronectiformes			"Regan, 1910"	accepted	Family
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21028201:26	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21028201	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210282	Fredy A. CastrillónValencia	0	1	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:A04:2021:23:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-29	11:49:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°45´6,015"" N, 78°13´20,661"" W"	"2°45´6,015"" N"	"78°13´20,661"" W"	"Grados, minutos, segundos"	2	78.07	WGS84	Fredy A. CastrillónValencia	2021-04-29	Andres Cuellar	2023-05-10	urn:lsid:marinespecies.org:taxname:125558	Sciaenidae 	"Sciaenidae Cuvier, 1829"	Animalia 	Chordata	Teleostei 	Eupercaria incertae sedis			"Cuvier, 1829"	accepted	
